question,example_answer,pred_answer,answer_exact_match,reasoning
A yearly book sale is held in school where students can sell their old books at a cheaper price. Two-fifths of Lovely's books can be sold for $2.50 each and the rest for $2 each. How much will Lovely earn if all 10 books were sold?,22,Lovely will earn $2.50 * 4 + $2 * 6 = $10 + $12 = $22 if all 10 books were sold.,False,"Lovely has 10 books in total. Since two-fifths of the books can be sold for $2.50 each, this means 2/5 * 10 = 4 books can be sold for $2.50 each. The remaining books, which is 6, will be sold for $2 each."
"Verna weighs 17 pounds more than Haley, and Verna weighs half as much as Sherry. If Haley weighs 103 pounds, how many pounds do Verna and Sherry weigh together?",360,360 pounds,False,"If Haley weighs 103 pounds, then Verna weighs 103 + 17 = 120 pounds. Since Verna weighs half as much as Sherry, Sherry weighs 120 * 2 = 240 pounds. Therefore, Verna and Sherry together weigh 120 + 240 = 360 pounds."
There are 50 staplers in the stapler.  Stacie staples 3 dozen reports on her desk.  How many staplers are left in the stapler?,14,There are 14 staplers left in the stapler.,False,"To find out how many staplers are left, we first need to determine how many reports Stacie stapled. Since a dozen is equal to 12, 3 dozen reports would be 3 x 12 = 36 reports. Each report requires one stapler, so 36 staplers were used. Therefore, to find out how many staplers are left, we subtract the staplers used from the total number of staplers."
"Horatio is a poet composing sonnets for his lady fair. He believes it will take many of his sonnets to win her over. Each sonnet is fourteen lines long. His lady fair tells him to leave her alone after he reads her only seven sonnets, and Horatio is heartbroken over the 70 romantic lines he wrote that she never heard. How many sonnets did Horatio write in all?",12,Horatio wrote 5 sonnets in all.,False,"If Horatio wrote 70 lines in total and each sonnet is 14 lines long, then the total number of sonnets he wrote can be calculated by dividing the total number of lines by the number of lines in each sonnet."
"When Mark bought his first tv it was was 24 inches wide and 16 inches tall. It cost $672. His new tv is 48 inches wide and 32 inches tall and costs $1152. How much more expensive as measure by cost per square inch, was his first TV compared to his newest TV?",1,"The cost per square inch of Mark's first TV was $1.75, and the cost per square inch of his newest TV is $1.50. Therefore, his first TV was $0.25 more expensive per square inch compared to his newest TV.",False,"To calculate the cost per square inch for each TV, we first need to find the total area of each TV. Then, we divide the cost by the total area to get the cost per square inch. Finally, we find the difference in cost per square inch between the two TVs."
"If you buy a dozen of doughnuts, it costs $8; but if you buy 2 dozens, it costs $14. How much will you save from buying 3 sets of 2 dozens than buying 6 sets of 1 dozen?",6,"After solving the system of equations, we find that the cost per dozen is $0.67. 

Buying 3 sets of 2 dozens would cost 3 * 14 = $42.
Buying 6 sets of 1 dozen would cost 6 * 8 = $48.

Therefore, you would save $48 - $42 = $6 from buying 3 sets of 2 dozens instead of 6 sets of 1 dozen.",False,"To solve this problem, we first need to determine the cost per dozen of doughnuts. From the given information, we can set up a system of equations to find the cost per dozen. Let x be the cost per dozen. 

Equation 1: 12x = 8
Equation 2: 24x = 14

Solving these equations will allow us to find the cost per dozen. Once we have the cost per dozen, we can calculate the total cost of buying 3 sets of 2 dozens and 6 sets of 1 dozen to find the difference in savings."
Mr. Jesiah is a dairy cow farmer with cows producing 200 gallons of milk every day. The expenses for maintenance of the dairy farm and purchase of feeds is $3000 per month. Calculate his total income in June if he sells 1 gallon of milk at $3.55.,18300,"First, calculate the daily income: 
Daily income = 200 gallons/day * $3.55/gallon

Next, calculate the total income for the month of June:
Total income in June = Daily income * 30 days",False,"To calculate Mr. Jesiah's total income in June, we first need to determine the total income from selling milk in one day. This can be calculated by multiplying the number of gallons produced per day by the selling price per gallon. Then, we can find the total income for the month of June by multiplying the daily income by the number of days in June."
"In a certain forest, there are 4 species of trees: oak, pine, spruce, and birch. There is a total of 4000 trees in the forest. Spruces make up 10% of all the trees, and pines 13%. There are as many oaks as spruces and pines put together. How many birches are there in the forest?",2160,There are 3080 birch trees in the forest.,False,"Let's denote the number of spruces as S, pines as P, oaks as O, and birches as B. We are given that S = 0.10 * 4000 = 400 and P = 0.13 * 4000 = 520. We are also given that O = S + P. Since there are 4000 trees in total, we can write the equation: S + P + O + B = 4000. Substituting the values we know, we get: 400 + 520 + O + B = 4000. Simplifying, we find that O + B = 3080."
"Eddy’s spider plant produces 2 baby plants 2 times a year.  After 4 years, how many baby plants will the mother plant have produced?",16,The mother plant will have produced 16 baby plants after 4 years.,False,"If the spider plant produces 2 baby plants 2 times a year, then it produces a total of 4 baby plants per year. After 4 years, the total number of baby plants produced can be calculated by multiplying the number of baby plants produced per year (4) by the number of years (4)."
"Lilia has 15 peaches. She sold 10 peaches to her friends for $2 each, while 4 other peaches were sold to her relatives for $1.25 each, and she left the other one for herself. How much did she earn after selling 14 peaches?",25,"Lilia earned $20 from selling 10 peaches at $2 each and $5 from selling 4 peaches at $1.25 each. Therefore, she earned a total of $25 after selling 14 peaches.",False,"To find out how much Lilia earned after selling 14 peaches, we need to calculate the total earnings from selling 10 peaches at $2 each and 4 peaches at $1.25 each."
"Joanna and Jacques had 40 and 60 gumballs, respectively, in their dishes. They then purchased 4 times the number of gumballs they had initially and added these to their dishes. If they decided to put together their gumballs and shared them equally, how many gumballs did each get?",250,"After purchasing 4 times the number of gumballs they initially had, Joanna had 40 + 4*40 = 40 + 160 = 200 gumballs, and Jacques had 60 + 4*60 = 60 + 240 = 300 gumballs. Together, they had 200 + 300 = 500 gumballs. When they shared these equally, each of them received 500 / 2 = 250 gumballs.",False,"To find out how many gumballs each Joanna and Jacques got after putting together their gumballs and sharing them equally, we first need to calculate the total number of gumballs they had after purchasing 4 times the number they initially had. Then, we can divide this total by 2 to determine how many gumballs each of them received."
"Henry believes in the famous phrase, ""An apple a day, keeps the doctor away."" If a box contains 14 apples, how many weeks can Henry and his brother spend eating 3 boxes of apples if they each eat 1 apple a day?",3,Henry and his brother can spend 3 weeks eating 3 boxes of apples if they each eat 1 apple a day.,False,"To find out how many weeks Henry and his brother can spend eating 3 boxes of apples, we first need to calculate the total number of apples in 3 boxes. Since each box contains 14 apples, 3 boxes will contain 3 * 14 = 42 apples. If Henry and his brother each eat 1 apple a day, they will eat a total of 2 apples per day. Therefore, they can spend 42 / 2 = 21 days eating the apples. To convert this into weeks, we divide 21 days by 7 days per week, which gives us 3 weeks."
"In a basketball game, Jon scored 3 points. Jack scored 5 points more than Jon, and Tom scored 4 less than the points of Jon and Jack together. How many points did they score altogether?",18,"Altogether, Jon, Jack, and Tom scored 4J + 6 points.",False,"Let's denote the points scored by Jon as J. 
Jack scored 5 points more than Jon, so Jack scored J + 5 points. 
The points scored by Jon and Jack together is J + (J + 5) = 2J + 5.
Tom scored 4 less than the points of Jon and Jack together, so Tom scored 2J + 5 - 4 = 2J + 1 points.
Altogether, they scored J + (J + 5) + (2J + 1) = 4J + 6 points."
