question,example_answer,pred_answer,answer_exact_match,rationale
A yearly book sale is held in school where students can sell their old books at a cheaper price. Two-fifths of Lovely's books can be sold for $2.50 each and the rest for $2 each. How much will Lovely earn if all 10 books were sold?,22,22,True,"Lovely has a total of 10 books. Two-fifths of Lovely's books, which is \( \frac{2}{5} \times 10 = 4 \) books, are sold for $2.50 each, while the remaining 6 books are sold for $2 each. 
Calculating the earnings:
- Earnings from selling 4 books at $2.50 each: \( 4 \times $2.50 = $10 \)
- Earnings from selling 6 books at $2 each: \( 6 \times $2 = $12 \)
Total earnings: $10 + $12 = $22"
"Verna weighs 17 pounds more than Haley, and Verna weighs half as much as Sherry. If Haley weighs 103 pounds, how many pounds do Verna and Sherry weigh together?",360,360,True,"Given that Verna weighs 17 pounds more than Haley, and Haley weighs 103 pounds, we can calculate Verna's weight as 103 + 17 = 120 pounds. Since Verna weighs half as much as Sherry, Sherry weighs 120 * 2 = 240 pounds. Therefore, Verna and Sherry together weigh 120 + 240 = 360 pounds."
There are 50 staplers in the stapler.  Stacie staples 3 dozen reports on her desk.  How many staplers are left in the stapler?,14,14,True,"The correct way to approach this problem is to recognize that each report requires one stapler. Stacie staples 3 dozen reports, which is equivalent to 3 * 12 = 36 reports. Therefore, the number of staplers left in the stapler after stapling the reports is 50 - 36 = 14 staplers."
"Horatio is a poet composing sonnets for his lady fair. He believes it will take many of his sonnets to win her over. Each sonnet is fourteen lines long. His lady fair tells him to leave her alone after he reads her only seven sonnets, and Horatio is heartbroken over the 70 romantic lines he wrote that she never heard. How many sonnets did Horatio write in all?",12,12,True,"Each sonnet consists of fourteen lines. Horatio wrote 70 lines in total, which is equivalent to 70 / 14 = 5 sonnets. However, his lady fair asked him to stop after he read her seven sonnets. Since he wrote 5 sonnets that she never heard and then read her 7 sonnets, the total number of sonnets Horatio wrote in all is 5 + 7 = 12 sonnets."
"When Mark bought his first tv it was was 24 inches wide and 16 inches tall. It cost $672. His new tv is 48 inches wide and 32 inches tall and costs $1152. How much more expensive as measure by cost per square inch, was his first TV compared to his newest TV?",1,1,True,"To calculate the cost per square inch for each TV, we first find the total number of square inches for each TV by multiplying the width by the height. 
For the first TV:
- Width = 24 inches, Height = 16 inches
- Total square inches = 24 x 16 = 384 square inches
- Cost per square inch = $672 / 384 = $1.75 per square inch

For the newest TV:
- Width = 48 inches, Height = 32 inches
- Total square inches = 48 x 32 = 1536 square inches
- Cost per square inch = $1152 / 1536 = $0.75 per square inch

The difference in cost per square inch between the first TV and the newest TV is $1.75 - $0.75 = $1.00 per square inch."
"If you buy a dozen of doughnuts, it costs $8; but if you buy 2 dozens, it costs $14. How much will you save from buying 3 sets of 2 dozens than buying 6 sets of 1 dozen?",6,0,False,"To find the cost savings from buying 3 sets of 2 dozens compared to buying 6 sets of 1 dozen, we first need to determine the cost of each dozen. From the given information, we can set up a system of equations:
Let x be the cost of 1 dozen. 
From the first scenario, we have: 
1. 12x = $8
2. 24x = $14

Solving the above equations, we find that x = $0.67 (rounded to 2 decimal places).

For the first scenario (buying 6 sets of 1 dozen):
Cost = 6 sets * 12 doughnuts * $0.67 = $48
For the second scenario (buying 3 sets of 2 dozens):
Cost = 3 sets * 24 doughnuts * $0.67 = $48

Therefore, there is no savings from buying 3 sets of 2 dozens compared to buying 6 sets of 1 dozen."
Mr. Jesiah is a dairy cow farmer with cows producing 200 gallons of milk every day. The expenses for maintenance of the dairy farm and purchase of feeds is $3000 per month. Calculate his total income in June if he sells 1 gallon of milk at $3.55.,18300,18300,True,"To calculate Mr. Jesiah's total income in June, we first need to determine the income generated from selling milk in a month. 
Each cow produces 200 gallons of milk per day, so the total daily milk production is 200 gallons/cow * 1 cow = 200 gallons. 
Given that he sells 1 gallon of milk at $3.55, his daily income from selling milk is 200 gallons * $3.55/gallon = $710. 
Therefore, his monthly income from selling milk is $710/day * 30 days = $21,300. 
To find his total income in June, we subtract the monthly expenses of $3000 from the income, resulting in $21,300 - $3000 = $18,300."
"In a certain forest, there are 4 species of trees: oak, pine, spruce, and birch. There is a total of 4000 trees in the forest. Spruces make up 10% of all the trees, and pines 13%. There are as many oaks as spruces and pines put together. How many birches are there in the forest?",2160,2160,True,"Let's calculate the number of trees for each known species:
- Spruces make up 10% of all the trees: 10% of 4000 = 0.10 * 4000 = 400 spruces
- Pines make up 13% of all the trees: 13% of 4000 = 0.13 * 4000 = 520 pines
- Oaks are as many as spruces and pines put together: oaks = spruces + pines = 400 + 520 = 920
Therefore, the total number of trees made up by spruces, pines, and oaks is 400 + 520 + 920 = 1840. 
As there are 4000 trees in total, the number of birch trees is the difference: 4000 - 1840 = 2160 birches."
"Eddy’s spider plant produces 2 baby plants 2 times a year.  After 4 years, how many baby plants will the mother plant have produced?",16,16,True,"The correct way to calculate the total number of baby plants produced by Eddy's spider plant after 4 years is as follows: 
In one year, the mother plant produces 2 baby plants 2 times, totaling 2 * 2 = 4 baby plants per year. 
After 4 years, the total number of baby plants produced will be 4 baby plants per year * 4 years = 16 baby plants."
"Lilia has 15 peaches. She sold 10 peaches to her friends for $2 each, while 4 other peaches were sold to her relatives for $1.25 each, and she left the other one for herself. How much did she earn after selling 14 peaches?",25,25,True,"To calculate how much Lilia earned after selling 14 peaches, we need to consider the earnings from selling 10 peaches to her friends at $2 each and the earnings from selling 4 peaches to her relatives at $1.25 each. 

The earnings from selling 10 peaches to her friends is $2 * 10 = $20.
The earnings from selling 4 peaches to her relatives is $1.25 * 4 = $5.

Therefore, the total earnings after selling 14 peaches is $20 + $5 = $25."
"Joanna and Jacques had 40 and 60 gumballs, respectively, in their dishes. They then purchased 4 times the number of gumballs they had initially and added these to their dishes. If they decided to put together their gumballs and shared them equally, how many gumballs did each get?",250,250,True,"The correct way to solve this problem is as follows:
Initially, Joanna had 40 gumballs and Jacques had 60 gumballs. After purchasing 4 times the number of gumballs they initially had, Joanna then had 40 + 4*40 = 40 + 160 = 200 gumballs, and Jacques had 60 + 4*60 = 60 + 240 = 300 gumballs. When they put all the gumballs together, they had 200 + 300 = 500 gumballs. If they shared the gumballs equally, each would get 500 / 2 = 250 gumballs."
"Henry believes in the famous phrase, ""An apple a day, keeps the doctor away."" If a box contains 14 apples, how many weeks can Henry and his brother spend eating 3 boxes of apples if they each eat 1 apple a day?",3,3,True,"The correct way to solve this problem is as follows:
Given that each box contains 14 apples and there are 3 boxes, the total number of apples is 14 * 3 = 42 apples.
If Henry and his brother eat 1 apple each per day, they consume a total of 2 apples per day.
Therefore, they can spend 42 apples / 2 apples per day = 21 days eating the apples.
Since there are 7 days in a week, they can spend 21 days / 7 days = 3 weeks eating the 3 boxes of apples."
"In a basketball game, Jon scored 3 points. Jack scored 5 points more than Jon, and Tom scored 4 less than the points of Jon and Jack together. How many points did they score altogether?",18,18,True,"To find the total points scored by Jon, Jack, and Tom, we first determine the points scored by each player:
- Jon scored 3 points
- Jack scored 5 more points than Jon, which is 3 + 5 = 8 points
- Tom scored 4 less than the points scored by Jon and Jack together, which is 3 + 8 - 4 = 7 points
Therefore, the total points scored by Jon, Jack, and Tom is 3 (Jon) + 8 (Jack) + 7 (Tom) = 18 points."
"The average number of fruits per basket in five baskets is 25. If basket A contains 15 apples, B has 30 mangoes, C has 20 peaches, D has 25 pears and E has some bananas, how many bananas are in basket E?",35,35,True,"The total number of fruits in the five baskets can be calculated by multiplying the average number of fruits per basket by the number of baskets, which is 25 fruits/basket * 5 baskets = 125 fruits. 
Adding the fruits in baskets A to D (15 apples + 30 mangoes + 20 peaches + 25 pears) gives a total of 15 + 30 + 20 + 25 = 90 fruits. 
To find the number of bananas in basket E, we subtract the total fruits in baskets A to D from the overall total: 125 total fruits - 90 fruits = 35 bananas in basket E."
